Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
USA,2022,Tuberculosis,Infectious,14.44,1.65,3.39,61+,Female,488253,86.76,2.33,2.12,Surgery,31010,Yes,89.14,3250,2.79,43795,0.68,78.87
USA,2023,Leprosy,Genetic,4.85,6.84,5.52,36-60,Other,281439,69.13,2.97,3.74,Surgery,44912,No,87.0,1423,5.28,86277,0.77,81.95
USA,2022,Parkinson's Disease,Infectious,10.53,12.71,9.88,36-60,Male,682918,58.01,2.61,0.92,Vaccination,34409,Yes,97.31,3959,1.3,11278,0.79,50.61
USA,2021,Tuberculosis,Parasitic,3.61,11.31,7.0,61+,Male,707236,91.37,3.72,1.52,Medication,19579,Yes,54.18,3051,4.52,78582,0.58,60.88
USA,2020,Polio,Respiratory,8.68,10.68,4.49,36-60,Male,841695,52.48,4.48,8.99,Therapy,14521,Yes,94.24,284,6.95,12927,0.74,88.39
USA,2023,Leprosy,Respiratory,18.59,13.38,6.24,36-60,Female,215500,72.76,4.47,4.65,Vaccination,15146,Yes,58.46,4858,3.84,56098,0.84,74.2
USA,2021,COVID-19,Infectious,19.04,3.43,5.49,61+,Male,629226,91.93,3.39,2.24,Therapy,2147,Yes,65.1,2760,4.25,80478,0.85,46.64
USA,2023,HIV/AIDS,Genetic,14.95,0.6,7.11,36-60,Other,997560,69.06,3.54,3.48,Therapy,47807,No,51.32,2577,0.07,5812,0.77,30.24
USA,2022,Diabetes,Infectious,12.45,11.29,2.56,19-35,Male,1109,69.36,3.23,1.79,Medication,12553,Yes,82.16,1551,4.84,11244,0.46,68.57
USA,2021,Tuberculosis,Bacterial,3.12,9.49,7.04,0-18,Other,351542,74.62,1.63,4.24,Medication,46046,Yes,62.09,492,3.61,3283,0.64,29.33
USA,2020,Influenza,Autoimmune,13.59,4.48,0.52,0-18,Male,36017,88.02,4.87,4.03,Vaccination,4804,Yes,90.77,482,8.92,8803,0.84,28.97
USA,2024,Rabies,Metabolic,19.58,13.84,8.53,61+,Other,586885,78.78,3.34,7.18,Vaccination,9631,Yes,74.6,2797,8.66,14562,0.7,39.55
USA,2020,Malaria,Cardiovascular,17.09,0.65,4.28,61+,Other,115607,95.11,2.94,2.2,Medication,20906,No,66.66,3581,6.48,72711,0.89,46.62
USA,2020,Tuberculosis,Chronic,11.88,3.18,3.78,61+,Other,149387,78.92,2.02,4.07,Surgery,28914,No,94.47,2459,3.86,61884,0.44,58.46
USA,2022,HIV/AIDS,Respiratory,11.19,7.36,5.08,0-18,Male,365625,89.89,3.25,7.89,Medication,4666,Yes,67.79,2248,9.58,57641,0.82,48.99
USA,2023,Cholera,Metabolic,15.28,9.44,1.23,36-60,Other,806222,64.63,3.22,9.6,Medication,25279,No,78.59,4566,4.93,39343,0.49,72.0
USA,2022,Diabetes,Chronic,19.44,13.88,2.64,19-35,Male,600558,52.26,2.69,8.95,Medication,38845,No,78.36,2960,7.47,2512,0.58,53.32
USA,2021,Alzheimer's Disease,Autoimmune,1.04,2.17,4.84,61+,Other,929612,50.45,4.52,0.64,Therapy,20457,Yes,89.65,1525,5.21,16460,0.74,28.42
USA,2021,Measles,Neurological,3.14,6.31,9.64,61+,Female,432936,75.22,3.93,2.05,Medication,6576,No,58.89,771,5.27,62313,0.4,76.61
USA,2023,Tuberculosis,Respiratory,6.51,6.23,4.23,36-60,Male,976802,83.89,2.4,2.78,Vaccination,1726,No,52.11,1641,5.17,46113,0.7,55.1
USA,2020,Cancer,Neurological,7.59,5.16,6.63,0-18,Other,713439,92.09,3.36,5.61,Surgery,19417,Yes,85.1,3029,5.28,57614,0.73,37.36
USA,2022,Measles,Infectious,8.02,7.98,9.72,0-18,Female,986718,79.4,0.82,1.28,Vaccination,9796,No,98.58,2730,1.84,78609,0.45,51.48
USA,2024,COVID-19,Respiratory,17.63,3.1,0.18,36-60,Male,868750,62.54,4.23,9.73,Vaccination,23719,No,73.71,4032,8.1,32475,0.63,24.03
USA,2021,Influenza,Chronic,1.91,14.81,4.8,19-35,Other,698621,80.91,1.47,1.94,Medication,11151,No,76.86,3956,0.6,79646,0.6,87.98
USA,2021,Ebola,Autoimmune,16.41,5.78,5.46,61+,Male,858331,88.15,1.19,4.31,Medication,42908,Yes,58.83,743,5.68,55751,0.66,84.72
USA,2024,Cancer,Metabolic,7.45,10.43,4.06,19-35,Other,184823,56.07,2.03,5.57,Medication,36726,Yes,61.56,2995,2.37,19552,0.9,67.15
USA,2021,Leprosy,Viral,5.34,11.27,0.44,61+,Other,61017,95.54,0.54,9.04,Surgery,41856,Yes,75.77,2576,7.56,96587,0.44,39.24
USA,2024,Leprosy,Chronic,17.16,14.02,1.1,61+,Female,518027,57.12,4.29,1.85,Therapy,40137,No,74.77,2439,9.23,48713,0.53,71.53
USA,2020,Asthma,Neurological,11.76,2.88,9.13,0-18,Other,778262,56.25,4.29,4.42,Therapy,19955,No,52.49,4836,3.24,77702,0.44,60.13
USA,2022,Hepatitis,Neurological,3.9,13.94,8.62,0-18,Male,302076,69.75,1.38,5.33,Medication,1851,No,89.89,4974,4.81,40657,0.87,36.83
USA,2020,Polio,Autoimmune,0.81,0.62,8.19,0-18,Other,906961,81.17,3.99,2.8,Surgery,46623,Yes,63.65,1120,5.7,67208,0.62,80.17
USA,2023,Hypertension,Bacterial,9.95,8.51,9.46,19-35,Female,183245,75.81,1.9,9.87,Surgery,16858,Yes,53.27,1772,7.95,5773,0.77,30.1
USA,2020,COVID-19,Genetic,0.32,5.12,4.35,19-35,Other,179029,57.04,4.42,3.02,Vaccination,47400,No,74.4,3710,4.43,43284,0.84,65.69
USA,2023,Malaria,Neurological,12.64,13.95,2.11,36-60,Male,537203,79.79,4.75,5.45,Surgery,9140,Yes,55.77,1163,1.15,51850,0.59,56.32
USA,2020,Tuberculosis,Cardiovascular,2.97,5.48,2.14,0-18,Male,179850,80.73,3.44,7.15,Surgery,26281,Yes,53.57,115,7.92,67424,0.5,75.72
USA,2021,Dengue,Genetic,14.91,10.22,5.91,19-35,Other,408336,72.97,0.65,2.3,Surgery,43754,No,55.53,945,1.58,97791,0.64,57.78
USA,2023,Cancer,Viral,7.31,1.65,4.22,0-18,Other,707324,98.78,0.56,2.29,Surgery,3180,No,61.48,2007,2.94,61781,0.75,60.04
USA,2023,Leprosy,Cardiovascular,7.89,0.65,2.16,19-35,Female,497261,73.98,1.06,0.56,Vaccination,14171,Yes,52.07,2091,1.86,72948,0.67,47.35
USA,2021,Leprosy,Respiratory,1.61,5.28,4.56,0-18,Other,962554,90.01,4.79,7.16,Medication,31677,Yes,80.18,3082,2.74,40916,0.62,29.83
USA,2020,Asthma,Respiratory,2.65,14.15,4.58,19-35,Other,226218,72.44,1.76,8.18,Therapy,8155,No,62.36,3709,8.6,86652,0.7,32.47
USA,2024,Leprosy,Infectious,1.29,3.13,3.78,61+,Female,719385,68.58,4.99,4.63,Therapy,19917,Yes,93.86,778,3.19,58664,0.54,35.11
USA,2021,Malaria,Cardiovascular,17.19,2.29,2.91,36-60,Other,262632,53.12,1.91,4.62,Vaccination,10391,No,52.49,2602,1.31,87746,0.65,44.97
USA,2020,COVID-19,Autoimmune,8.83,11.93,7.21,0-18,Male,405259,92.44,3.24,1.19,Therapy,1564,No,78.84,1686,2.01,81037,0.87,43.89
USA,2022,Hypertension,Respiratory,15.65,8.63,3.4,19-35,Other,457071,58.45,2.74,3.24,Medication,36052,No,89.2,2760,8.36,78892,0.9,83.83
USA,2020,Malaria,Parasitic,16.05,6.56,1.52,0-18,Female,89737,93.53,3.19,3.96,Surgery,23817,Yes,83.69,3637,5.51,77032,0.47,30.28
USA,2020,Dengue,Parasitic,3.32,14.4,8.83,19-35,Female,875990,67.83,3.77,4.23,Therapy,16857,No,95.95,7,5.33,55452,0.83,63.04
USA,2021,COVID-19,Autoimmune,5.21,4.11,5.36,36-60,Female,219363,88.83,3.87,5.61,Therapy,15508,Yes,95.91,2531,9.43,19654,0.49,80.41
USA,2023,Cancer,Genetic,18.49,5.84,9.62,19-35,Male,390450,63.75,2.17,8.69,Therapy,9202,Yes,66.49,2402,7.49,96926,0.75,68.65
USA,2022,Malaria,Neurological,12.14,0.91,9.06,61+,Female,854865,53.27,1.74,4.94,Surgery,21270,Yes,61.09,781,3.82,37992,0.69,72.13
USA,2023,Parkinson's Disease,Autoimmune,12.3,3.56,9.49,36-60,Female,387821,81.29,2.58,2.04,Surgery,2326,No,63.02,4556,7.31,5856,0.86,25.53
USA,2024,Hypertension,Infectious,3.61,9.04,7.25,0-18,Male,579041,82.02,3.44,3.88,Vaccination,30152,No,63.03,3288,4.63,9062,0.58,76.41
USA,2021,Cholera,Infectious,15.6,9.17,5.94,0-18,Other,325613,61.21,0.82,7.51,Surgery,26066,No,85.37,716,6.65,90951,0.86,23.18
USA,2020,Hypertension,Neurological,4.12,2.66,0.85,36-60,Female,629578,52.0,1.98,8.57,Medication,2280,Yes,58.96,4911,5.36,54558,0.8,26.01
USA,2021,Hypertension,Neurological,0.77,13.36,0.88,19-35,Other,512519,68.11,5.0,9.05,Vaccination,8129,No,64.12,2156,4.29,99127,0.5,50.97
USA,2023,Measles,Autoimmune,5.35,12.61,9.52,61+,Other,28068,50.96,2.29,1.52,Surgery,11168,No,55.72,3611,6.1,67573,0.53,22.51
USA,2020,Zika,Bacterial,7.59,4.39,6.81,0-18,Other,701333,94.65,1.88,4.61,Medication,22553,No,50.24,2100,9.83,62285,0.4,28.41
USA,2023,Diabetes,Chronic,13.15,4.33,2.91,0-18,Other,794487,99.94,2.73,5.85,Therapy,36364,No,59.97,2905,6.41,39217,0.79,44.41
USA,2021,Leprosy,Chronic,15.73,8.93,1.04,61+,Female,607770,98.98,4.16,6.76,Surgery,10785,No,93.37,474,8.4,87697,0.53,75.11
USA,2023,Diabetes,Parasitic,4.94,6.34,1.96,61+,Female,769576,58.14,0.72,1.01,Vaccination,14413,Yes,57.57,3823,2.46,67907,0.72,33.13
USA,2022,Dengue,Autoimmune,19.34,8.35,7.95,36-60,Male,755322,80.67,1.44,9.73,Medication,35609,Yes,62.56,1347,1.75,78393,0.6,22.29
USA,2022,Alzheimer's Disease,Chronic,18.38,5.02,2.33,0-18,Other,134979,84.77,1.55,1.32,Medication,37839,No,85.26,4319,4.85,17636,0.87,30.11
USA,2021,Cholera,Neurological,8.37,7.13,2.21,0-18,Female,125480,50.63,1.9,6.48,Medication,15423,Yes,94.64,4147,9.63,89834,0.41,31.45
USA,2022,Parkinson's Disease,Cardiovascular,7.7,6.68,4.25,0-18,Other,880772,61.16,1.14,5.41,Vaccination,15125,No,61.28,4731,8.55,21448,0.45,27.92
USA,2024,Rabies,Autoimmune,2.65,3.04,8.85,0-18,Male,908508,96.45,4.15,8.89,Medication,38304,No,68.36,265,2.98,40923,0.44,51.29
USA,2023,Hypertension,Neurological,2.8,4.43,9.29,19-35,Male,4659,50.95,2.03,5.11,Surgery,1829,Yes,86.23,1126,0.62,10042,0.59,77.81
USA,2021,Leprosy,Cardiovascular,16.79,0.93,6.95,61+,Other,541295,99.55,1.24,9.29,Vaccination,27491,Yes,94.13,2971,6.28,70959,0.61,60.35
USA,2023,Ebola,Metabolic,11.45,5.98,7.91,61+,Male,923297,67.38,4.12,9.78,Therapy,43656,Yes,50.47,1469,2.54,58663,0.87,57.05
USA,2024,Hepatitis,Cardiovascular,4.75,13.15,2.71,19-35,Other,34870,93.01,2.9,8.53,Medication,21989,Yes,67.39,3458,3.07,96518,0.82,20.35
USA,2023,COVID-19,Neurological,18.59,10.09,7.59,0-18,Male,241348,85.13,3.02,7.04,Therapy,32599,No,89.87,1840,9.13,45310,0.82,31.72
USA,2023,Hypertension,Genetic,12.59,14.86,6.87,36-60,Female,97287,72.06,1.63,2.1,Vaccination,30975,No,61.6,4443,7.2,66395,0.8,68.73
USA,2021,Tuberculosis,Infectious,12.94,2.15,6.6,19-35,Male,307682,98.35,4.1,3.64,Surgery,21437,Yes,81.02,1541,8.84,52178,0.42,23.24
USA,2020,Measles,Bacterial,11.0,9.59,7.02,0-18,Male,755714,68.95,4.95,5.52,Surgery,19341,No,83.88,393,1.78,97374,0.89,39.15
USA,2023,Leprosy,Bacterial,11.37,10.0,5.82,0-18,Other,839259,73.11,0.96,6.48,Vaccination,37960,No,87.76,1453,1.45,37618,0.55,71.35
USA,2023,Cancer,Metabolic,11.02,2.93,6.46,19-35,Female,398506,68.28,4.27,7.26,Therapy,47094,Yes,62.68,1373,2.89,38440,0.89,41.92
USA,2024,Leprosy,Autoimmune,18.46,6.47,2.18,36-60,Male,690442,67.8,3.84,3.25,Surgery,19452,No,75.55,862,8.24,83598,0.69,27.04
USA,2020,Rabies,Neurological,7.69,14.77,8.08,19-35,Female,296968,77.13,3.82,4.22,Medication,12692,No,67.97,507,4.45,33057,0.82,36.59
USA,2021,Rabies,Chronic,16.8,13.66,5.16,61+,Male,721982,84.98,3.6,4.86,Medication,40939,No,53.91,2961,8.95,99972,0.79,22.39
USA,2022,Ebola,Autoimmune,18.96,12.08,0.72,0-18,Female,285951,62.38,2.52,1.36,Vaccination,9100,Yes,55.9,2165,1.5,96073,0.44,34.58
USA,2023,Alzheimer's Disease,Genetic,1.69,1.05,5.12,0-18,Male,58433,61.25,3.76,4.49,Surgery,17854,No,50.33,2683,6.47,77033,0.75,26.45
USA,2024,Cholera,Respiratory,7.11,13.54,7.56,36-60,Other,497322,86.97,2.37,5.35,Surgery,34258,Yes,69.98,1629,7.08,73247,0.62,30.98
USA,2021,Asthma,Genetic,4.68,12.55,8.11,61+,Other,653868,87.93,1.05,0.74,Surgery,8952,No,98.2,3781,5.29,4357,0.49,78.38
USA,2022,Leprosy,Autoimmune,6.86,2.34,0.64,19-35,Male,65937,96.73,2.31,2.38,Vaccination,16275,No,88.98,2807,5.62,14199,0.42,58.77
USA,2024,Zika,Cardiovascular,9.44,12.85,2.56,19-35,Male,665618,82.87,3.69,6.6,Therapy,23914,No,87.07,3650,2.96,98190,0.81,47.8
USA,2024,Malaria,Metabolic,0.54,14.62,4.14,61+,Female,608667,88.13,4.74,2.74,Medication,40769,Yes,79.73,636,6.45,21758,0.88,44.37
USA,2020,Polio,Genetic,13.98,5.83,9.62,0-18,Other,161639,53.13,1.27,5.07,Surgery,28211,Yes,56.97,2029,7.73,34669,0.47,43.24
USA,2020,Polio,Neurological,15.51,9.52,5.3,0-18,Other,286337,86.6,4.39,1.41,Therapy,22087,Yes,93.18,3708,3.25,51407,0.6,34.51
USA,2021,COVID-19,Autoimmune,11.57,0.47,4.27,0-18,Male,98814,66.5,2.03,9.41,Surgery,44232,No,96.08,4580,4.11,88647,0.66,49.6
USA,2020,COVID-19,Infectious,5.19,8.07,9.48,61+,Male,933196,65.6,3.67,7.22,Surgery,40107,Yes,57.68,42,8.4,86659,0.65,44.07
USA,2021,Cholera,Cardiovascular,2.13,12.63,2.8,36-60,Other,162548,94.28,0.78,8.53,Surgery,7408,Yes,55.86,1118,2.91,33323,0.55,49.33
USA,2022,Alzheimer's Disease,Genetic,4.69,10.27,6.53,36-60,Female,140140,86.56,3.43,3.23,Vaccination,7303,Yes,92.36,1711,6.15,17699,0.73,38.26
USA,2022,Ebola,Neurological,5.89,5.14,8.13,36-60,Male,727049,58.54,1.22,0.74,Therapy,35785,No,69.2,3995,4.9,82677,0.44,29.93
USA,2021,Cancer,Parasitic,15.82,9.6,1.66,19-35,Female,960909,70.96,3.32,9.93,Medication,24779,No,67.4,1432,2.85,42551,0.7,66.51
USA,2023,COVID-19,Parasitic,14.04,7.06,5.56,19-35,Other,851580,74.63,4.75,5.98,Therapy,21477,Yes,91.51,4396,4.25,79395,0.8,32.17
USA,2022,Parkinson's Disease,Infectious,5.59,2.33,0.45,19-35,Female,246371,52.47,2.87,8.36,Surgery,12751,No,76.09,2826,7.82,37599,0.53,43.05
USA,2022,Diabetes,Genetic,9.81,3.85,9.59,61+,Female,185594,74.67,2.79,9.9,Surgery,43646,No,83.8,3769,2.9,3998,0.5,77.18
USA,2024,Measles,Viral,10.09,5.66,3.49,61+,Female,144035,78.39,4.91,4.19,Vaccination,48076,No,60.9,4303,1.32,46169,0.42,71.62
USA,2022,Leprosy,Neurological,6.3,4.85,9.98,19-35,Male,862835,54.61,4.04,7.42,Medication,38290,No,52.55,1715,4.37,49802,0.52,81.9
USA,2020,COVID-19,Parasitic,7.48,6.57,0.91,36-60,Male,519218,92.58,1.45,7.08,Therapy,11683,No,68.56,4299,2.09,26420,0.87,69.14
USA,2023,Asthma,Autoimmune,18.98,0.77,6.91,36-60,Male,567616,99.4,3.25,2.86,Therapy,21754,Yes,61.14,4155,5.74,10289,0.69,67.71
USA,2020,Malaria,Respiratory,10.64,13.47,4.34,0-18,Male,327045,94.26,4.35,1.73,Vaccination,1870,Yes,88.33,4023,7.55,90964,0.87,82.86
USA,2022,Diabetes,Viral,3.59,11.22,5.39,61+,Male,422791,70.28,3.44,0.99,Therapy,1068,Yes,63.84,2856,9.13,42004,0.42,23.91
USA,2020,Hypertension,Neurological,18.04,0.92,4.06,36-60,Other,434611,69.21,3.85,9.57,Therapy,28042,Yes,83.4,2094,2.57,47684,0.82,88.65
USA,2021,Zika,Parasitic,8.99,11.17,7.95,0-18,Other,709900,56.6,1.82,0.5,Vaccination,19862,No,95.76,4013,8.55,63251,0.44,70.25
USA,2021,Alzheimer's Disease,Autoimmune,9.93,3.67,4.17,19-35,Female,891962,87.5,3.23,9.93,Vaccination,35997,Yes,73.24,1525,9.96,66740,0.66,86.78
USA,2020,Hypertension,Viral,15.53,8.72,9.58,36-60,Other,464714,50.31,4.64,7.09,Surgery,48474,Yes,72.87,4753,5.39,74697,0.84,84.08
USA,2024,Dengue,Cardiovascular,10.33,7.5,7.21,0-18,Other,621251,74.92,2.29,9.22,Vaccination,41454,No,90.01,4636,8.32,11802,0.43,49.39
USA,2020,Polio,Viral,11.63,11.7,4.79,19-35,Female,548360,59.05,0.7,3.08,Therapy,37759,No,54.93,316,5.11,72490,0.72,74.64
USA,2020,COVID-19,Genetic,2.29,9.73,4.24,36-60,Female,594140,64.66,3.42,1.37,Medication,14828,Yes,79.44,797,6.46,7632,0.79,42.65
USA,2022,Measles,Autoimmune,19.02,9.24,3.67,36-60,Male,319884,81.79,1.38,5.37,Therapy,40225,Yes,87.41,14,7.34,88562,0.56,62.39
USA,2023,Ebola,Autoimmune,1.36,9.27,5.88,36-60,Male,79600,86.37,4.88,2.91,Therapy,37631,No,57.86,1868,0.24,91748,0.62,46.6
USA,2020,HIV/AIDS,Infectious,2.55,9.58,0.25,61+,Male,851200,67.12,0.67,3.95,Therapy,17306,No,79.32,815,1.9,29443,0.55,54.3
USA,2021,Tuberculosis,Cardiovascular,19.35,3.44,3.08,19-35,Female,83080,50.43,1.28,0.57,Vaccination,10504,No,93.4,3408,3.11,4518,0.89,32.05
USA,2024,Ebola,Autoimmune,7.0,2.93,2.7,36-60,Male,147434,55.65,2.5,2.62,Therapy,21361,Yes,52.4,3080,1.31,89388,0.72,83.85
USA,2020,Polio,Neurological,16.4,8.57,1.1,0-18,Female,468015,78.62,1.17,4.5,Surgery,8165,No,77.15,1266,5.12,96444,0.44,51.63
USA,2022,Polio,Cardiovascular,7.44,14.9,0.81,61+,Other,388985,56.55,3.72,3.65,Vaccination,1653,Yes,64.57,4595,2.68,57188,0.75,32.51
USA,2022,Influenza,Respiratory,9.16,10.24,4.84,19-35,Male,652951,92.34,0.88,5.88,Surgery,20728,Yes,61.95,1004,5.11,39989,0.56,31.29
USA,2022,Cancer,Autoimmune,10.34,6.41,6.14,0-18,Other,911009,91.47,1.36,9.49,Medication,27817,Yes,58.21,2951,6.72,17379,0.46,80.36
USA,2022,Alzheimer's Disease,Neurological,15.81,3.1,3.48,61+,Male,754376,98.92,1.21,9.32,Therapy,3881,No,70.37,2504,4.22,72686,0.63,39.52
USA,2023,Diabetes,Infectious,2.86,3.79,7.75,19-35,Other,56048,50.18,0.62,6.99,Medication,32019,Yes,70.3,623,6.55,5483,0.59,24.46
USA,2021,Ebola,Cardiovascular,2.8,9.42,5.8,19-35,Male,836806,66.78,0.94,9.84,Surgery,25675,No,82.56,3930,3.0,21249,0.53,43.35
USA,2021,Zika,Infectious,4.59,1.67,6.79,0-18,Male,748525,76.21,3.0,1.04,Surgery,38988,No,91.88,3188,9.1,19807,0.44,37.8
USA,2020,Cholera,Autoimmune,9.08,6.39,1.39,61+,Female,346363,88.71,1.93,1.43,Vaccination,16604,Yes,69.75,257,2.59,83625,0.79,83.1
USA,2022,Diabetes,Cardiovascular,14.22,8.69,6.88,0-18,Other,810530,89.02,3.57,3.39,Medication,15094,No,87.5,4474,1.99,12272,0.75,87.46
USA,2024,Leprosy,Autoimmune,5.36,12.97,8.37,61+,Female,772937,94.9,4.14,2.68,Therapy,13555,No,66.89,5000,8.56,30899,0.62,75.92
USA,2021,Tuberculosis,Parasitic,11.4,8.54,3.39,0-18,Other,995223,88.45,1.02,9.15,Surgery,24146,Yes,64.07,634,4.24,71350,0.84,38.87
USA,2021,Asthma,Genetic,12.99,14.93,5.61,61+,Female,801752,98.02,0.64,9.03,Vaccination,10693,Yes,55.14,4883,5.05,82261,0.86,55.92
USA,2021,HIV/AIDS,Parasitic,16.37,0.52,6.44,0-18,Female,310845,80.28,1.49,3.3,Therapy,13051,No,58.07,1010,4.24,99387,0.9,84.42
USA,2023,Hypertension,Neurological,8.43,9.69,0.12,19-35,Other,317928,89.03,3.83,0.73,Medication,47506,No,58.55,4288,7.05,99460,0.56,66.81
USA,2024,Hypertension,Respiratory,17.9,13.89,4.85,0-18,Female,222387,82.83,2.53,4.94,Therapy,12413,Yes,57.77,158,9.07,1466,0.61,37.95
USA,2023,Malaria,Genetic,4.9,11.03,5.56,0-18,Female,945391,96.97,2.42,6.65,Vaccination,6483,No,81.07,797,1.55,62688,0.63,61.52
USA,2021,Zika,Bacterial,5.47,9.01,8.57,0-18,Other,229417,60.2,1.58,6.98,Surgery,35272,Yes,64.66,4815,2.94,43455,0.66,78.41
USA,2023,Tuberculosis,Respiratory,2.65,6.25,4.14,61+,Other,230978,77.23,3.02,9.65,Surgery,26135,Yes,66.96,4950,4.17,15197,0.76,31.09
USA,2022,Polio,Genetic,9.76,10.8,4.35,19-35,Male,685612,83.18,3.28,5.8,Surgery,37722,No,58.64,2515,8.83,80010,0.73,41.64
USA,2023,Measles,Neurological,14.45,9.94,7.91,61+,Female,196587,73.82,3.3,4.68,Medication,16682,No,59.49,4260,4.48,72338,0.8,21.45
USA,2023,Measles,Parasitic,1.54,10.24,1.65,0-18,Other,714437,63.64,3.06,6.43,Medication,39609,No,97.56,1201,1.44,41515,0.58,63.01
USA,2022,HIV/AIDS,Chronic,19.29,8.0,0.71,19-35,Female,388135,87.9,1.79,8.66,Vaccination,39463,Yes,58.51,2170,7.03,43132,0.48,23.43
USA,2021,Polio,Parasitic,18.07,1.04,2.73,61+,Other,8702,59.16,2.83,7.78,Medication,26416,Yes,52.66,5,4.58,91223,0.62,57.79
USA,2021,Tuberculosis,Neurological,6.55,3.96,4.14,36-60,Male,588499,51.66,2.53,2.92,Medication,31247,Yes,84.77,4913,6.37,21761,0.84,23.04
USA,2024,Hepatitis,Autoimmune,18.22,7.92,3.72,19-35,Female,636444,91.09,3.19,8.26,Therapy,29640,No,51.8,495,7.73,50391,0.43,52.4
USA,2023,Rabies,Bacterial,2.55,8.86,9.58,61+,Female,778266,92.52,2.87,5.11,Vaccination,26846,Yes,89.49,3028,7.78,30982,0.4,83.94
USA,2022,Alzheimer's Disease,Infectious,2.16,13.55,6.17,0-18,Female,144529,68.22,4.69,0.7,Vaccination,2717,Yes,65.27,240,2.97,21321,0.4,48.44
USA,2022,Rabies,Bacterial,15.46,0.23,9.8,61+,Other,839712,57.04,1.9,7.56,Vaccination,38182,Yes,93.43,1694,2.24,10864,0.84,30.26
USA,2024,Ebola,Autoimmune,16.76,14.25,8.4,61+,Female,32526,59.32,1.58,4.34,Vaccination,32736,Yes,74.28,4372,5.13,79549,0.52,54.09
USA,2021,Malaria,Genetic,9.33,11.9,7.88,19-35,Male,177840,80.85,2.25,0.61,Medication,37619,Yes,51.67,2262,5.03,58003,0.73,42.08
USA,2023,Influenza,Viral,4.78,7.23,2.5,36-60,Other,573729,78.57,3.0,4.51,Medication,4463,Yes,59.06,1255,9.34,97980,0.71,32.56
USA,2020,Parkinson's Disease,Metabolic,0.41,14.79,7.09,19-35,Female,269678,80.57,4.99,6.58,Medication,9140,Yes,71.93,516,0.48,23722,0.5,40.26
USA,2023,Hypertension,Metabolic,0.31,11.42,3.38,0-18,Male,270351,55.35,4.79,9.97,Therapy,21255,Yes,92.31,2259,0.03,8415,0.46,53.81
USA,2023,Measles,Parasitic,6.78,8.94,9.54,36-60,Female,918956,91.26,2.9,4.5,Therapy,41615,No,93.36,3317,2.01,98349,0.58,72.75
USA,2024,Dengue,Genetic,19.22,1.25,4.41,36-60,Male,559910,99.83,3.77,7.35,Medication,14570,Yes,88.41,3711,4.53,51195,0.58,53.11
USA,2024,Diabetes,Metabolic,1.31,3.74,1.65,36-60,Male,725427,76.52,4.75,0.8,Medication,5828,No,88.62,864,0.72,7436,0.51,76.87
USA,2022,Malaria,Autoimmune,9.55,10.89,6.88,19-35,Female,164837,86.26,3.27,3.18,Surgery,6680,Yes,59.79,2486,4.66,29748,0.64,80.88
USA,2021,Cholera,Parasitic,1.66,11.78,8.26,19-35,Male,221623,56.31,1.24,8.71,Surgery,33527,Yes,62.08,698,2.81,87924,0.81,85.56
USA,2021,Leprosy,Viral,14.88,9.25,9.8,0-18,Other,937740,97.94,3.74,4.04,Medication,38226,No,86.05,4245,7.11,1084,0.79,60.87
USA,2023,Asthma,Chronic,2.64,3.3,1.26,19-35,Male,49217,97.38,3.32,6.89,Vaccination,39610,Yes,73.25,4669,3.17,1854,0.82,72.14
USA,2024,Leprosy,Respiratory,8.58,3.43,6.93,61+,Male,158844,89.57,2.47,3.65,Therapy,30912,Yes,55.9,4952,6.62,47015,0.65,42.45
USA,2023,Asthma,Respiratory,10.91,0.92,0.75,19-35,Male,344713,71.21,1.41,2.65,Therapy,2307,No,57.57,192,0.5,81764,0.42,54.97
USA,2022,Zika,Genetic,18.54,1.7,2.61,61+,Male,752115,75.8,3.63,5.48,Surgery,31850,No,57.96,4978,5.14,22312,0.53,35.84
USA,2024,Diabetes,Autoimmune,18.32,13.7,2.82,0-18,Female,723724,53.97,4.91,2.38,Therapy,4506,Yes,55.16,2582,3.97,62605,0.83,29.52
USA,2024,Rabies,Cardiovascular,10.63,9.09,7.68,61+,Male,563514,58.44,2.77,9.75,Therapy,27215,Yes,57.02,2330,3.36,29931,0.87,68.62
USA,2020,Hepatitis,Cardiovascular,14.02,1.28,5.62,36-60,Male,794167,97.56,3.26,2.14,Therapy,42436,No,98.38,3525,9.87,95200,0.66,53.08
USA,2024,Tuberculosis,Chronic,1.14,14.24,0.27,36-60,Other,563295,99.0,4.82,4.0,Vaccination,7059,Yes,89.62,4541,3.22,21157,0.77,88.05
USA,2023,HIV/AIDS,Parasitic,5.09,3.96,6.5,36-60,Female,232515,60.7,0.52,5.4,Surgery,4866,No,95.46,351,9.9,48666,0.47,60.27
USA,2021,Hepatitis,Autoimmune,2.44,14.52,4.63,0-18,Male,701088,92.11,1.14,9.42,Therapy,18274,Yes,55.65,3983,6.76,26109,0.43,72.34
